Title,URL,Address,Compensation,Employment Type,Description
Draftsman/estimator/assistant project manager.,https://newyork.craigslist.org/que/egr/d/draftsman-estimator-assistant-project/7056086983.html,Ridgewood,T.B.D.,full-time,"
        
We are currently seeking a person for full time position as a draftsman/estimator/assistant project manager. We specialize in installation of; windows, glass doors, glass partitions, glass railings, shower enclosures, mirrors and ornamental metals. Knowledge in glass and metal trade not required but helpful. A person must have general knowledge in construction, must know how to read architectural drawings and be able to develop shop drawings using AutoCad. Prior work experience with QuickBook and Excel very helpful.  Please call from 8am-5pm.    "
Construction APM / Administrator Role,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-apm-administrator/7056106668.html,Brooklyn NY,Based on Experience,full-time,"
        
Join a team that is driven by excellence, integrity, passion and dedication. Streamline Construction goal is to continually encourage our employees to go beyond expectations.

We are currently seeking an APM / Office Administrator to support the project team in our office located in Brooklyn, NY 11232. Flexibility, intelligence, attention to detail, organizational skills, customer service skills and excellent judgment will be critical to your success.

PRIOR CONSTRUCTION KNOWLEDGE IS A MUST!

Ideal Candidate:

AutoCad (Preferred but not required) 
Construction Software 
Familiar with RFI & Submittal Process
Accounting Knowledge
Construction Background 
Administrative Duties 

This position will provide a great opportunity for a long‐term thinker to exhibit administrative expertise across a range of markets and clients, leverage technology to increase efficiency and effectiveness, participate in a broad range of project planning and coordination duties, and grow with the company.

If you are interested in the position, please send us your resume for consideration. For more information about the company you can check out our website .    "
AutoCad Drafter - MEP Engineering,https://newyork.craigslist.org/brk/egr/d/brooklyn-autocad-drafter-mep-engineering/7056037024.html,Brooklyn,Salary based on experience,full-time,"
        
Andrew Katz Engineering PLLC is actively seeking a highly motivated individual proficient in AutoCAD.

Looking for a candidate who is﻿ eager to learn, enthusiastic and interested in engineering practices and design. This is a great opportunity for someone looking to get into the field at an entry level position and learning on the job.

Job entails:
- prepare drawings for design team
- visit job sites and mark up drawings with existing MEP, SP, FA conditions
- assist with the design of MEP, SP, FA systems.
- possibility of obtaining NYC DOB Expeditor license and go to DOB as required

Qualifications and Skills:
- completely proficient in AutoCad, having a skill level equivalent to a draftsman
- able to work well with a team
- ability to work in a multi-task environment
- driver's license required

At Andrew Katz Engineering PLLC we pride ourselves on being an innovative and professional team, building strong, trusting and collaborative relationships with our clients for the past 30 years.  We specialize in mechanical, electrical, plumbing, sprinkler and fire alarm engineering work.  Founded by Andrew Katz, PE, the company has grown into a partnership with his son, David Katz, PE.  Andrew Katz Engineering PLLC is a fast growing company and continues to build our team and business, providing rewarding careers and opportunities for our employees.    "
Architectural Senior Drafter/Job Captain,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-senior-drafter/7056525899.html,Midtown West,salary commensurate with experience,full-time,"
        
SBLM New York is looking for a highly motivated Senior Drafter/Job Captain who has a passion for understanding weather related problems that occur on existing older buildings.

Responsibilities include, but not limited to: 
Coordinate and develop construction documents
Take on technically challenging issues with Project Manager
Perform code and zoning analyses
Review and redline drawings
Oversee drafters as required
Produce deliverables without requiring constant supervision
Organize and lead site visits and surveys
Conduct material research and meet with vendor as necessary, to understand
materials and products
Take initiative to complete work

Requirements:
Bachelor’s Degree in Architecture
3 or more years’ experience in an Architect’s office
Must be proficient in AutoCAD, Revit and other applicable industry software
General understanding of codes and zoning
General knowledge of building details and construction administration 
Experience working with exterior envelope
Positive attitude and driven to succeed

. Compensation and Benefits:
•	We offer an excellent benefit package
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. 
•	Salary commensurate with level of experience
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program
•	Creative and innovative work environment
.

Interested candidates should forward their cover letter and resume 
Please include Senior Drafter/Job Captain in the subject. No phone calls, please. 


    "
Architectural Junior/Senior Drafter,https://newyork.craigslist.org/lgi/egr/d/huntington-station-architectural-junior/7056532602.html,Huntington Station,salary commensurate with experience,full-time,"
        
SBLM Long Island branch office of NYC based Architectural firm seeks motivated and talented Junior through Senior Architectural Drafter (Architect in Training).

Requirements:
• BA Arch or BS Arch degree required
• AutoCAD required (basic test at interview) Revit a plus
• 2 to 7 years’ experience working in Architects office
• Excellent communication skills with ability to work well under deadlines

Compensation and Benefits:
• We offer a competitive salary, excellent benefits package and a creative, innovative work environment.
• Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plans and more.
• Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Interested candidates should forward their cover letter and resume
Please include “Architectural Drafter in subject line. No phone calls, please.    "
Registered Architect - New Office in NY - High Rise Buildings,https://newyork.craigslist.org/mnh/egr/d/new-york-registered-architect-new/7056591833.html,New York City,negotiable,full-time,"
        
Looking for two Registered Architects for setting up a new architectural office in Manhattan with projects worldwide. 

High Rise Design projects.

Hand sketching skill and software modelling experience required. 

Candidates preferably with proficient and advanced knowledge of another language. Preferred candidate with knowledge of technical Mandarin and Turkish language - Reading and Writing.

Respond to advertisement number, each e-mail will get response within 24 hours.
    "
Midtown Architecture Office searching for an Architecture Candidate,https://newyork.craigslist.org/mnh/egr/d/new-york-midtown-architecture-office/7056685398.html,Midtown,Compensation will be based on experience,full-time,"
        
Small Midtown Architecture Office searching for a talented architectural candidate to assist on multiple projects. Immediate placement possible.

Our primary focus is hospitality, but our work range from small restroom renovation to master planning.

Candidate should have initiative, be motivated, intelligent, organized, articulate, be project motivated, and be responsible.

Job Description: Work with Principal Architect on all aspects of the projects based on abilities. Work may include design, drafting, research, code review, site visits, surveys, general office work etc. 

Requirements:
* Degree from accredited architecture school
* 2 - 5 years of work experience (Highly preferred) 
    (less experienced candidates will be considered if they have DOB or General Contracting
     experience.)                                                                           
* In the process of obtaining architectural licensure
* Experience with construction documents
* AutoCAD Proficiency
* Functional Experience with SketchUp, Adobe software, MS Office Suite & other software
* Ability to clearly communicate verbally and in writing
* Ability to complete tasks with accuracy and with strong attention to detail.
* Ability to consistently be punctual and meet deadlines

Additional items that would be beneficial to the job:
*DOB ID and Building Department experience 
* Experience and knowledge of NYC Building Codes.
* Ability to work independently

This is a great opportunity for a young aspiring architect to learn how to successfully complete jobs from start to completion. 

Please reply with:
1) Cover letter
2) Resume
3) Work samples (Portfolio may be used in lieu of work samples for less experienced candidates)
4) Your salary goals and availability to start work
5) Legal work status

Note: References will be required and verified after interview
    "
Junior Architect/Draft person,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-architect-draft-person/7056696382.html,New York,open depending on experience,full-time,"
        
Architectural and Engineering firm seeking  Junior Architect/Draft person.
Self-motivated individual who will interact with our clients .  
Individuals should be able to draft floor plans elevations, details and prepare architectural construction documents,
Candidates should be able to work as part of a team as well as independently with limited guidance from senior staff. 
Applicants must have a professional Bachelor's degree from an accredited university.
Applicants must be proficient in AutoCAD, Adobe package, Microsoft Office softwares and 3DSMax.  

Requirements: 
•min. 5 years of experience using AutoCAD

•Bachelor's degree related to architectural / engineer 
•Experience with MS Office Suite (Word, Excel, Outlook, and Adobe Acrobat) preferred, InDesign and Photoshop a plus 
•Must be able to understand drawing standards in an architectural setting 
•Highly organized 
•Good verbal and written communication skills 
•Strong attention to detail 
•Ability to self-direct and work independently or with limited supervision

•	Must be legally authorized to work in the US



To Apply:
Please e-mail your cover letter and resume to the above e-mail with the Junior Architect/Draft person Position. No phone calls, email only.

    "
Maintenance Technician,https://newyork.craigslist.org/brk/egr/d/brooklyn-maintenance-technician/7057250493.html,,DOE,full-time,"
        




    "
Drafters Needed,https://newyork.craigslist.org/que/egr/d/east-elmhurst-drafters-needed/7056803202.html,"Queens, NY",Based on experience,employee's choice,"
        
Civil Engineering company is looking for experienced drafters to work remotely.
AutoCAD experience required.    "
AV Associate Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-av-associate-engineer/7057655582.html,,--PerYear,full-time,"
        
    "
AV Field Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-av-field-engineer/7057656189.html,,--PerYear,full-time,"
        
    "
Experienced Architect/Drafter,https://newyork.craigslist.org/brk/egr/d/brooklyn-experienced-architect-drafter/7057731846.html,Brooklyn,Commensurate upon experience,full-time,"
        
We are looking for an experienced architect who can handle a busy, fast-paced but exciting work environment.

Must have knowledge of NYC Zoning and Building Codes as well as liaising with DOB Examiners for plan approvals and DOB experience in general.

Must have a positive attitude, strong work ethic, and a firm understanding of architectural drafting and procedures. Must be an organized and dedicated individual who will become a integral and valued member of our team!

    "
Experienced Architect/Drafter,https://newyork.craigslist.org/brk/egr/d/brooklyn-experienced-architect-drafter/7057735724.html,Brooklyn,Commensurate upon experience,full-time,"
        
We are looking for an experienced architect who can handle a busy, fast-paced but exciting work environment.

Must have knowledge of NYC Zoning and Building Codes as well as liaising with DOB Examiners for plan approvals and DOB experience in general.

Must have a positive attitude, strong work ethic, and a firm understanding of architectural drafting and procedures. Must be an organized and dedicated individual who will become a integral and valued member of our team!    "
PROJECT MANAGER,https://newyork.craigslist.org/mnh/egr/d/new-york-project-manager/7057756761.html,NEW YORK,130K to 145K with yearly bionus based n results; excellent benefit package,full-time,"
        
This Group, leader in the hi-end Packaging industry for BEAUTY /COSMETIC/PERFUMES , with 20000 employees in the World  is looking to hire as soon as possible a PROJECT MANAGER/CUSTOMER DEVELOPMENT -for its Prestige Product category-  who will be responsible for designing  and directing the activities of custom development projects for Key Global Customers.  
This project manager will work closely with clients in product design, development, refinement and customization for their new product launches.
We are looking for a candidate with engineering background (or several years experience in Engineering department) and several years in Project Management.
and some knowledge of the Packaging industry

Other Requirements:
o	Bachelor degree in engineering disciplines preferred.
o	At least 5 year  experience in project management  with direct customer interface in leadership roles,•	Skills
o	Pro-E/Creo Software - preferred
o	Fluent oral and written English
o	Fluent oral and written French - preferred
o	Fluent computer operation skills
o	Training and experience in project management.
o	Demonstrated effective communication and leadership skills.
	Ability to work effectively with minimal supervision.
Position might be based either in NYC, Westchester, Connecticut or New Jersey




    "
Construction Project Manager / Project Manager / Const. Superintendent,https://newyork.craigslist.org/brk/egr/d/new-york-construction-project-manager/7057758260.html,Manhattan,Very competitive salary together with generous bonus on completion of projects.,full-time,"
        
Construction Project Manager/ Construction Project Manager / Construction Superintendent

Fast growing, dynamic concrete construction company seeks a number of project managers for work in the New York City area.

Candidates should possess a thorough knowledge of the construction process and be computer literate. Duties will include supervising a large staff and scheduling work in an efficient manner to ensure compliance with clients’ requirements.  Understanding blueprints and shop drawing together with submittals is a prerequisite. Work includes excavation, shoring, and concrete from foundation all the way up to roof.  Duties will include all the functions normally associated with project management on jobs from five to fifty floors high.  Knowledge of New York City and FDNY codes and requirements is required. 

Successful candidates will be joining a successful team and will receive support to help him/her succeed in a very fast moving environment. 

Very competitive salary together with generous bonus on completion of projects.

We are an equal opportunity employer.
    "
Engineering/Architectural CAD Operator,https://newyork.craigslist.org/stn/egr/d/staten-island-engineering-architectural/7057870003.html,Staten Island,Hourly,full-time,"
        
Engineering/Architectural firm looking for a part/full time employee seasoned in CAD. Preparation and development of construction drawings. Preparation and development of DOB drawings. Searching for a career minded individual willing to learn and acquire experience. Designer/ CAD Operator, will be responsible for generating and revising high quality construction documents (utilizing CAD) for HVAC,Electrical and Plumbing Systems.
This position requires a good working knowledge of AutoCAD/AutoCAD MEP; and the ability to interpret mechanical, electrical, plumbing and fire protection drawings. Working directly with the design engineers and architects, this is a great opportunity to learn and develop skills, prepare technical drawings and construction documents.
    "
Architecture Project Manager,https://newyork.craigslist.org/brk/egr/d/brooklyn-architecture-project-manager/7057770577.html,"Williamsburg, Brooklyn",Salary will be commensurate with the level of experience.,full-time,"
        
We’re looking for a full-time architecture project manager to join our small team of easygoing, talented and hardworking designers and architects. This is a creative role that requires someone with a passion for design and an innovative vision. The role will also rely heavily on performance in a fast-paced environment, both individually and managerially. If you're familiar with our work and excited to join our team and create with us, we'd love to hear from you. 

Here’s a bit more about who we’re looking for…
• Bachelor’s or Master's Degree in Architecture or Interior Design
• 5+ years of experience in project management. Must be ready to oversee and manage six or more simultaneous projects of varying sizes
• 5+ years of experience in NYC producing full construction document sets in AutoCAD 
• This position communicates directly with firm principals and clients. Candidate must be presentable and possess excellent communication skills, grammar, and vocabulary (both written and verbal)
• Must be highly proficient in creating/modifying architectural documents, designs, working drawings, forms, charts and records in AutoCAD
• This position will be responsible for ensuring all construction-related deliverables are in alignment with our overall design intent and coordinated between all parties throughout the course of any given project. 
• Experience in leveling bids, and communicating directly with contractors, subcontractors, and consultants
• Must be able to acquire and assemble the information needed to finish architectural drawings, and make shop and site visits as needed
• Must be proficient in specification book creation and sourcing of new and innovative materials including plumbing, hardware, wall, ceiling and floor finishes, etc. 
• This position will require some travel to job sites outside of NYC. Must have a valid US driver's license, car ownership is a plus.
• Availability to start immediately and work full-time, Monday through Friday, 9 AM to 6 PM

If all of the above sounds like you, we’d love to meet you and discuss the possibility of working together. Please send an introduction and tell us why you’d make a great addition to our team. Please include your resume as well as examples of your work in PDF format. Salary will be commensurate with the level of experience.

Thanks, we're looking forward to hearing from you!    "
Career Opportunities in Engineering for Immigrant Professionals,https://newyork.craigslist.org/mnh/egr/d/new-york-career-opportunities-in/7057792523.html,New York,Free Courses with Job Placement Assistant,full-time,"
        
The Cooper Union Retraining Program for Immigrant Engineers at CAMBA assists highly skilled immigrant professionals who are underemployed or unemployed gain access to higher paying jobs through training and job placement assistance. The program includes courses in information technology and mechanical, electrical and civil engineering. Courses are scheduled around the needs of working professionals and offered evenings and weekends. 
Since its inception in 1987, the Retraining Program helped connect more than 5,000 immigrant professionals to science, technology and engineering jobs. 

ALL SERVICES ARE FREE
Classes include:

OSHA 30
Green Building Guidelines & Environmental Safety
Building Operation, Maintenance & Safety Regulation
Heating, Ventilation, Air-Condition and Safety Regulation (HVAC)
National Electrical Code (NEC) and Its Applications
AISC Structural Steel Design
ACI Structural Concrete Design
Introduction to AutoCAD for Engineers
Advanced AutoCAD and Revit
Building Cost Estimating and Bridge, Highway, Railroad Engineering

To be considered for the program applicants must:

•Be born outside of the United States
•Be authorized to work in the United States
•Have a bachelor's degree or higher and professional experience in the field of engineering, information technology, or a related field from the country of origin (not in US)
•Have lived in the U.S. less than five full years. (Exceptions for those in the U.S. more than five years may be made on a case-by-case basis)
•Be unemployed, underemployed, or working in a field not related to your education
•Have intermediate+ English fluency
•Demonstrate a financial need
•Be highly motivated to pursue professional job search

Please, visit our web site: www.cooper.edu/immigrant-retraining   - for application instructions and for more information call 718-226-0437.
    "
Construction Estimator,https://newyork.craigslist.org/que/egr/d/construction-estimator/7057938072.html,NYC,Competitive salary,full-time,"
        
Construction Estimator/Project Manager

Established NYC based Construction firm seeks self-motivated energetic individual with minimum 10 years' experience to join our team.  

Duties Include: Preparing detailed take-offs and estimates, analyzing architectural drawings, developing scope of work, preparing formal proposals, attend meetings and walk throughs, solicit bids from subcontractors and vendors, manage projects, cost control, submittals and scheduling. 

Candidate must have thorough knowledge of computer programs especially Excel, Word, Planswift and MS Project and possess strong analytical and communication skills with an eye for detail.

BA/BS in architecture or engineering preferred.  Drawing, sketching and Auto CAD proficiency a plus.

Competitive salary and benefits package.
    "
General Contractor - Estimator Wanted Immediately,https://newyork.craigslist.org/stn/egr/d/staten-island-general-contractor/7057897320.html,Staten Island,Compensation varies depending on experience,full-time,"
        
We are searching for an estimator for our general contracting company. Our company works in the five boroughs of the city of New York and does only public work. We specialize in civil construction such as sewers, water mains, utilities, concrete, asphalt and site work. We work with agencies such as the Department of Design & Construction, Port Authority of New York & New Jersey, Department of Environmental Protection, School Construction Authority, Parks Department and others. 

Requirements:
Estimating experience
Bachelor degree
Experience with unions and prevailing wage
Organized
Fluent in microsoft office, especially excel
Ability to read drawings
Ability to perform takeoffs and estimate quantities
Familiarity with the labor, materials and time needed to perform work

Ability to drive to pre-bid meetings is a plus. 

    "
ARCHITECT Senior/ Intermediate,https://newyork.craigslist.org/que/egr/d/bayside-architect-senior-intermediate/7057881026.html,QUEENS,$20-$30 based on experience/knowledge,full-time,"
        
Min. proven 3 year architectural drawing experience 
Produce Drawings using autocad,
Must Understand NYC zoning regulation/ bldg code, 

Legal documents for employment in US.
BA/BS in Architecture required.

English Communication skill req'd.
Full time, Cover letter with Expected Salary.    "
"Architect, Intermediate",https://newyork.craigslist.org/mnh/egr/d/new-york-architect-intermediate/7057960292.html,New York and Brooklyn,"Compensation is commensurate with candidate's qualifications, skills and experience",full-time,"
        
We are a rapidly expanding, nationally known, architecture / interior design firm specializing in high-end projects, both residential and commercial, with a unique emphasis on luxury, high-budgeted, one-family homes. The bulk of our architectural projects are located in New York City, Brooklyn, Long Island and Southern Jersey. We maintain offices in Lower Manhattan and in Brooklyn. 

We are currently seeking a highly qualified, experienced architect to join our firm. Applicants must be proficient in the production of comprehensive, detailed construction-documents and shop-drawings for mid-sized commercial and residential projects, including one-family, luxury homes, and must have extensive knowledge of building systems, means and methods for various types of construction projects. 

Expertise in all of N.Y.C. zoning and code regulations and ADA compliance and experience in N.Y.C. DOB drawings and filings is a must.  Knowledge of international zoning and code regulations is a plus.  

Applicant must have excellent communication skills, capable of competently corresponding and interacting with professional consultants and with clients, must be a team player able to operate within a high-pressured, creative environment, and must be capable of concentrating on a variety of projects simultaneously and completing projects within a strict time-frame. 

Since all of our projects require extremely high standards of design, we are looking for a talented professional who is  passionate about cutting-edge and innovative design, who has excellent architectural-design sensibilities, and who has expertise in various design styles with an updated knowledge of cutting-edge construction-related materials and methods. 

	Applicant's requirements:

•	 Bachelor or Master degree in Architecture 
•	 A minimum of 5 years of relevant architectural experience
•	 Extreme proficiency with AutoCAD drawing   
•	 Experience in both mid-sized building projects and construction of exclusive, luxury homes 
•	 Ability to produce intricate, detail-oriented sets of construction documents and shop drawings
•	 Experience with site planning, zoning analysis, and code compliance.
•	 Expertise in NYC zoning and code regulations and ADA compliance requirements 
•	 Experience with NYC DOB filing procedures and regulations 
•	 Strong creative/design talents and excellent graphic-presentation skills  
•	 Strong oral and written communication skills   
•	 Ability to work within a team and to supervise junior staff
•	 Proficiency with 3D Modeling and graphic platforms and software is a plus

We are offering benefits after a three month trial period, with industry standard paid vacation, holidays and personal days off. 

Compensation is commensurate with candidate's qualifications, skills and experience

To apply, please email your CV together with samples of your work to the email address provided.
    "
Engineer - Architect - Inspector,https://newyork.craigslist.org/mnh/egr/d/new-york-engineer-architect-inspector/7057976104.html,Midtown West,generous hourly rate; 1.5 for OT,contract,"
        
URGENT NEED!  We are about to begin a six month project to inspect state facilities.  Individuals who have experience performing condition assessments.  Prior experience would be helpful.  Architects will inspect building envelope and interior spaces.  Electrical Engineers will inspect lighting and electrical circuits.  Mechanical Engineers will inspect HVAC, Plumbing and Fire Protection systems.  Civil Engineers will inspect civil/structural components. Please contact Alexandra, Josh or Bob!    "
Electrical Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-electrical-engineer/7057984592.html,Midtown West,salary with generous benefit package commensurate with experience,full-time,"
        
IMMEDIATE NEED!  Electrical Engineers - permanent job opportunities for MEP consulting firm! 5+ years experience.  Lighting design, engineering and specifications. Wiring diagrams, risers, security and fire alarms. Having an EIT, a big plus!  Knowledge of NYC building codes.  AutoCAD and computer proficient. Reach out to Josh, Alexandra or Bob today!    "
Superintendent - Construction,https://newyork.craigslist.org/brk/egr/d/brooklyn-superintendent-construction/7058003819.html,Brooklyn,salary with generous benefit package commensurate with experience,full-time,"
        
IMMEDIATE NEED!  Our client is seeking an Assistant Superintendent, Superintendent and Project Managers.  Brooklyn neighborhoods.  Ground-up and renovations.  Architects and MEP Engineers/Mechanical contractors.  Ability to coordinate with all contractors on general conditions work.  Coordinate and direct the daily activities of the contractors and trades.  Must be able to examine drawings and specifications. Contact Josh, Alexandra or Bob today!    "
High End Kitchen Designer,https://newyork.craigslist.org/mnh/egr/d/new-york-high-end-kitchen-designer/7058054892.html,Murray Hill,"This role offers a salary based on experience and a rich benefits package with inclusion in the company’s profit sharing, 401k, medical, and dental programs.",full-time,"
        
Amuneal is looking to add an experienced kitchen designer to our team. This role will collaborate with our in-house Sales and Design team to work with our clients in developing highly customized kitchens, bars and various installations for their projects. 

Supported by our current and ever-growing designs and our NYC Showroom, this role is envisioned to be both pragmatic and creative, delivering layouts based on years of functional experience within an overall design that feels bespoke to each project.

Candidates must have experience in high-end kitchen design and must be proficient in conveying design ideas through hand-sketching and software. In addition to creating design options and layouts, the role will be integral to developing and revising pricing, documenting our scope of work through written proposals and working through the details of each project with our engineers, project managers and fabrication team.

The role can be based in either NYC or Philadelphia, but will include travel between the two locations, as required, to support our customers and our internal teams.

Required Skills + Traits
Clean Design Aesthetic: Ability to translate conversations into designs aligned with Amuneal’s aesthetic and product quality.
Strong Social Skills and Professionalism: Be articulate, creative, energetic, disciplined, and flexible while communicating with clients directly and representing the Amuneal brand.
Problem Solve: Solutions to problems aren’t always apparent: must be able to think creatively and develop solutions to challenges relating to design/fabrication as well as sales initiatives. Draw actionable insights from meetings and conversations.
Passionate Learning: Must be eager to learn about Amuneal’s history, projects, and processes.
Comprehension of Basic Construction Principles: Blocking, wiring, field tolerances, logistics, etc.
Diligence: Dedication to stay on top of projects and push them forward to meet deadlines.
Self-motivation/Initiative: Take ownership of projects.
Time Management: Manage your own time and work under pressure on several simultaneous project with a clear timeline of completion.

Please submit cover letter, resume and at least 5 examples of relevant work including 1 hand drawn sample.

Please be sure to include your full name and the position you are applying for in your email subject.
    "
Interior Designer,https://newyork.craigslist.org/mnh/egr/d/new-york-interior-designer/7058057923.html,Murray Hill,"This role offers a salary based on experience and a rich benefits package with inclusion in the company’s profit sharing, 401k, medical, and dental programs.",full-time,"
        
Amuneal is looking to add an experienced interior designer to our team. This multi-faceted role will collaborate with our in-house Sales and Design team and clients at our NYC showroom to:
•	Review clients’ plans to identify opportunities for our products and product offerings.
•	Provide our clients with design options and pricing for Amuneal fabricated products and offerings based on the needs of their space.
•	Collaborate with our Clients to develop bespoke furniture and architectural elements to support and expand their projects.
•	Develop new product and furniture offerings.
•	Support the on-going design needs within our showroom and each of our facilities.

Candidates must have experience in high-end design and must be proficient in conveying design ideas through hand-sketching and software. In addition to creating design options and layouts, the role will be integral to developing and revising pricing, documenting our scope of work through written proposals and working through the details of each project with our engineers, project managers and fabrication team.

The role is NYC based, but will include travel between our NYC showroom and our Philadelphia fabrication facility, as required, to support our customers and our internal teams.

Required Skills + Traits:
Clean Design Aesthetic: Ability to translate conversations into designs aligned with Amuneal’s aesthetic and product quality.
Strong Social Skills and Professionalism: Be articulate, creative, energetic, disciplined, and flexible while communicating with clients directly and representing the Amuneal brand.
Problem Solve: Solutions to problems aren’t always apparent: must be able to think creatively and develop solutions to challenges relating to design/fabrication as well as sales initiatives. Draw actionable insights from meetings and conversations.
Passionate Learning: Must be eager to learn about Amuneal’s history, projects, and processes.
Comprehension of Basic Construction Principles: Blocking, wiring, field tolerances, logistics, etc.
Diligence: Dedication to stay on top of projects and push them forward to meet deadlines.
Self-motivation/Initiative:  Take ownership of projects.
Time Management:  Manage your own time and work under pressure on several simultaneous project with a clear timeline of completion.

Please submit cover letter, resume and at least 5 examples of relevant work including 1 hand drawn sample.

Please be sure to include your full name and the position you are applying for in your email subject.
    "
In-house Interior Designer,https://newyork.craigslist.org/mnh/egr/d/new-york-in-house-interior-designer/7058060220.html,Murray Hill,"This role offers a salary based on experience and a rich benefits package with inclusion in the company’s profit sharing, 401k, medical, and dental programs.",full-time,"
        
Amuneal is looking to add an experienced interior designer to our team. This multi-faceted role will collaborate with our CEO, our Senior Design Consultant and our in-house Sales and Design team to:
•	Provide our clients with bespoke configurations of our current product offerings based on the needs of their space.
•	Collaborate with our Clients to develop bespoke furniture and architectural elements to complement and expand their projects.
•	Develop new product and furniture offerings.
•	Support the on-going design needs within our showroom and each of our facilities.

Candidates must have experience in high-end design and proficiency conveying design ideas through hand-sketching and software. In addition to creating design options and layouts, this role will be integral to developing and revising pricing, documenting our scope of work through written proposals and working through the details of each project with our engineers, project managers, and fabrication team.

The role can be based in either NYC or Philadelphia, but will include travel between the two, as required, to support our customers and our internal teams.

Required Skills + Traits:
Clean Design Aesthetic: Ability to translate conversations into designs aligned with Amuneal’s aesthetic and product quality.
Strong Social Skills and Professionalism: Be articulate, creative, energetic, disciplined, and flexible while communicating with clients directly and representing the Amuneal brand.
Problem Solve: Solutions to problems aren’t always apparent: must be able to think creatively and develop solutions to challenges relating to design/fabrication as well as sales initiatives. Draw actionable insights from meetings and conversations.
Passionate Learning: Must be eager to learn about Amuneal’s history, projects, and processes.
Comprehension of Basic Construction Principles: Blocking, wiring, field tolerances, logistics, etc.
Diligence: Dedication to stay on top of projects and push them forward to meet deadlines.
Self-motivation/Initiative:  Take ownership of projects.
Time Management:  Manage your own time and work under pressure on several simultaneous project with a clear timeline of completion.

Please submit cover letter, resume and at least 5 examples of relevant work including 1 hand drawn sample.

Please be sure to include your full name and the position you are applying for in your email subject.    "
Facade / Building Envelope Project Manager,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project-manager/7058072439.html,TriBeCa,Commensurate with experience,full-time,"
        
 
 , New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful, skilled structural engineer or architect with 5 to 6 years of building envelope restoration experience if licensed, and 7 to 10 years' experience if not licensed, to join us as a Project Manager  in executing a growing slate of challenging projects. 

We work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region. 

You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques. 

Typically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready. 

We offer an array of benefits and growth opportunities: :


Our light-filled Tribeca office is in a landmarked building with 16' high ceilings, 8' tall windows, and stunning views of Manhattan in three directions—not a bad place to spend the work day. We’re easily accessible via public transportation: the A, C, and E Canal Street station connects directly to our building’s lobby. The N, R, 1, and 6 lines are all just a few blocks away. 

If you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. 

With thanks for your interest, please note that only those candidates under consideration will be contacted. 

For additional information on our firm’s services, approach, and projects, visit 
    "
